gene,HR,95% CI,p.value
ENSG00000206511,0.00358,(2.8e-05-0.46),0.0232
ENSG00000237051,0.00358,(2.8e-05-0.46),0.0232
ENSG00000232632,0.00358,(2.8e-05-0.46),0.0232
ENSG00000204681,0.00358,(2.8e-05-0.46),0.0232
ENSG00000237112,0.00358,(2.8e-05-0.46),0.0232
ENSG00000232569,0.00358,(2.8e-05-0.46),0.0232
ENSG00000156427,0.109,(0.014-0.84),0.0336
ENSG00000042062,0.0877,(0.008-0.96),0.0458
ENSG00000163053,0.114,(0.022-0.58),0.00917
ENSG00000101335,40.8,(1.7-980),0.0222
ENSG00000107731,0.222,(0.065-0.76),0.0164
ENSG00000074211,0.0265,(0.0014-0.5),0.0151
ENSG00000213221,10.9,(1.3-88),0.0254
ENSG00000105072,315,(12-8200),0.000528
ENSG00000067177,0.125,(0.027-0.57),0.00758
ENSG00000236609,613,(6.8-55000),0.00514
ENSG00000171115,0.404,(0.17-0.94),0.0353
ENSG00000158296,12.4,(1.7-91),0.0128
ENSG00000148950,8.72,(2.6-29),0.000451
ENSG00000180787,0.104,(0.018-0.58),0.0102
ENSG00000161888,77.7,(4.1-1500),0.00363
ENSG00000130038,0.143,(0.026-0.79),0.0258
ENSG00000125735,105,(1.3-8400),0.0374
ENSG00000134864,65.5,(2-2200),0.0189
ENSG00000189180,3.37,(1-11),0.0444
ENSG00000100344,7.44,(1.2-47),0.0339
ENSG00000042317,6.08,(1.1-34),0.041
ENSG00000236287,131,(2.6-6600),0.0146
ENSG00000146192,81.3,(1-6400),0.0484
ENSG00000164291,2.65,(1.2-5.8),0.0147
ENSG00000160447,424,(8.7-21000),0.00225
ENSG00000163877,0.017,(0.00086-0.33),0.00733
ENSG00000169783,0.141,(0.025-0.8),0.0273
ENSG00000180773,38.4,(5.7-260),0.00019
ENSG00000151778,0.00376,(0.00011-0.13),0.00181
ENSG00000223561,0.0387,(0.002-0.74),0.031
ENSG00000172935,0.0484,(0.0033-0.71),0.0273
ENSG00000233608,0.117,(0.027-0.51),0.00421
ENSG00000288335,0.117,(0.027-0.51),0.00421
ENSG00000203783,1.57,(1-2.4),0.0424
ENSG00000183888,34.4,(2.5-470),0.00804
ENSG00000140830,12.6,(2.2-72),0.00422
ENSG00000111271,37.6,(2.1-680),0.0141
ENSG00000072756,4.09,(1.1-15),0.0331
ENSG00000185155,9.1,(1.1-72),0.0369
ENSG00000287263,0.0729,(0.0063-0.84),0.0359
ENSG00000120279,0.0756,(0.0089-0.64),0.0181
ENSG00000151136,0.0217,(0.0017-0.28),0.00314
ENSG00000232838,8.4,(2.1-34),0.00275
ENSG00000147799,70.4,(5.4-920),0.00119
ENSG00000173540,25800,(67-1e+07),0.00083
ENSG00000075340,0.0327,(0.0021-0.51),0.0148
ENSG00000122033,0.15,(0.032-0.7),0.0161
ENSG00000129474,2.15,(1.1-4),0.0173
ENSG00000148120,3.46,(1.3-9.2),0.0129
ENSG00000228496,16.9,(1.9-150),0.0105
ENSG00000101680,2.1,(1.3-3.5),0.00377
ENSG00000267107,0.00603,(0.00011-0.32),0.0115
ENSG00000177150,75.9,(3-1900),0.00875
ENSG00000167291,28.8,(1.2-690),0.0385
ENSG00000167113,29.3,(3.6-240),0.00159
ENSG00000163472,56,(4.4-710),0.00191
ENSG00000181234,0.0637,(0.0041-0.98),0.0486
ENSG00000177679,15.2,(1-220),0.0478
ENSG00000185924,5.06,(1.1-23),0.0353
ENSG00000171402,1.5,(1.1-2.1),0.0109
ENSG00000040608,197,(3.7-10000),0.00918
ENSG00000158055,11.4,(1.8-72),0.00963
ENSG00000182957,0.3,(0.14-0.62),0.00124
ENSG00000228741,0.3,(0.14-0.62),0.00124
ENSG00000103460,93.2,(1.5-5800),0.0315
ENSG00000167641,0.245,(0.078-0.77),0.0156
ENSG00000104133,0.0134,(2e-04-0.92),0.0454
ENSG00000112763,91.1,(1-8200),0.0495
ENSG00000112379,0.149,(0.023-0.97),0.0465
ENSG00000143641,2.01,(1-3.9),0.0361
ENSG00000204147,67,(1.8-2600),0.0237
ENSG00000283516,0.13,(0.024-0.69),0.0169
ENSG00000282986,0.015,(0.00029-0.79),0.038
ENSG00000178982,0.015,(0.00029-0.79),0.038
ENSG00000251381,314,(4.6-22000),0.00771
ENSG00000111335,0.0489,(0.0029-0.84),0.0373
ENSG00000076826,8.98,(2.1-39),0.00323
ENSG00000165802,33.6,(1.3-850),0.033
ENSG00000155367,109,(3-4000),0.0107
ENSG00000115592,18.8,(2.3-150),0.00647
ENSG00000145416,0.129,(0.019-0.89),0.0377
ENSG00000182400,0.226,(0.054-0.95),0.0426
ENSG00000143228,4.37,(1.5-13),0.00845
ENSG00000154025,89.7,(1.5-5300),0.0308
ENSG00000169683,21.7,(1.6-300),0.0221
ENSG00000124116,6.19,(1.2-32),0.0298
ENSG00000168062,0.0483,(0.0023-0.99),0.0496
ENSG00000006555,0.0557,(0.0074-0.42),0.00522
ENSG00000166225,4.08,(1.1-15),0.0352
ENSG00000189238,0.00928,(0.00026-0.33),0.00996
ENSG00000176732,0.00169,(7.8e-06-0.37),0.0203
ENSG00000278062,32.9,(2.7-400),0.00631
ENSG00000198169,32.9,(2.7-400),0.00631
ENSG00000130812,0.00116,(9.6e-06-0.14),0.00569
ENSG00000099625,52.4,(1.8-1500),0.0209
ENSG00000204116,0.0894,(0.0092-0.87),0.0376
ENSG00000079156,2.77,(1.1-6.9),0.0269
ENSG00000175318,2.28,(1.2-4.5),0.0155
ENSG00000100201,0.0654,(0.0054-0.79),0.0322
ENSG00000198553,0.00714,(6.7e-05-0.76),0.0378
ENSG00000243244,48.2,(1.1-2000),0.0425
ENSG00000140873,4.04,(1-16),0.0485
ENSG00000135144,0.00429,(7.6e-05-0.24),0.00809
ENSG00000121570,0.508,(0.27-0.95),0.0348
ENSG00000187514,14.2,(1-190),0.0463
ENSG00000160318,2170,(3.7-1300000),0.0181
ENSG00000281358,34.3,(1.6-710),0.0224
ENSG00000145390,0.0451,(0.0041-0.49),0.0112
ENSG00000121988,18.3,(1.3-260),0.0324
ENSG00000025293,34.3,(4.3-270),0.000841
ENSG00000141668,46.6,(1.8-1200),0.0203
ENSG00000111859,34.4,(1.2-950),0.0365
ENSG00000280263,46.3,(2.7-790),0.00818
ENSG00000288272,46.3,(2.7-790),0.00818
ENSG00000104863,203,(6.4-6500),0.0026
ENSG00000144597,21.2,(2.1-210),0.00905
ENSG00000181666,0.189,(0.04-0.89),0.0349
ENSG00000126790,6.48,(1.2-35),0.0309
ENSG00000290865,0.0793,(0.0079-0.8),0.0315
ENSG00000162817,36.7,(1.7-780),0.0209
ENSG00000135549,3.04,(1.6-5.8),0.000772
ENSG00000154743,165,(6.3-4300),0.00217
ENSG00000126883,30.9,(1-930),0.0483
ENSG00000105767,19.5,(1.3-300),0.0324
ENSG00000125844,2290,(5.7-930000),0.0115
ENSG00000178947,0.0221,(0.0019-0.26),0.00255
ENSG00000118526,0.0738,(0.0059-0.92),0.0429
ENSG00000262117,1.65,(1.1-2.5),0.017
ENSG00000139438,12.3,(2.8-55),0.00103
ENSG00000185811,0.0897,(0.014-0.58),0.0111
ENSG00000171703,15.7,(2-130),0.0093
ENSG00000154803,81.3,(1.2-5500),0.0407
ENSG00000133477,3.83,(1-14),0.0431
ENSG00000285451,28.7,(2-410),0.0135
ENSG00000173137,28.7,(2-410),0.0135
ENSG00000119321,0.0206,(0.00044-0.96),0.0478
ENSG00000179083,0.0483,(0.0031-0.75),0.0303
ENSG00000226237,53.9,(1.1-2600),0.0436
ENSG00000163618,2.97,(1.3-6.7),0.00893
ENSG00000265107,1.32,(1-1.7),0.0357
ENSG00000122824,0.0256,(0.001-0.63),0.0248
ENSG00000185347,16.8,(1-280),0.0489
ENSG00000167984,0.000145,(8.3e-07-0.025),0.000799
ENSG00000162654,0.0446,(0.0049-0.41),0.00583
ENSG00000204366,117,(4-3400),0.00559
ENSG00000234852,117,(4-3400),0.00559
ENSG00000234196,117,(4-3400),0.00559
ENSG00000237900,117,(4-3400),0.00559
ENSG00000206366,117,(4-3400),0.00559
ENSG00000284872,0.0113,(0.00023-0.56),0.0243
ENSG00000250305,0.0113,(0.00023-0.56),0.0243
ENSG00000276416,136,(7.9-2300),0.000716
ENSG00000133958,136,(7.9-2300),0.000716
ENSG00000154734,1.53,(1.1-2.2),0.0167
ENSG00000161082,0.00374,(5e-05-0.28),0.0109
ENSG00000154102,39.3,(2.3-670),0.0112
ENSG00000172794,0.108,(0.012-0.96),0.0458
ENSG00000167700,14.3,(2.5-84),0.00313
ENSG00000050165,17.1,(1.4-210),0.0266
ENSG00000172260,0.00446,(7.7e-05-0.26),0.00903
ENSG00000268629,1830,(8.3-4e+05),0.00631
ENSG00000166016,53,(1.2-2400),0.0417
ENSG00000154451,0.00888,(0.00035-0.22),0.00407
ENSG00000162434,0.00387,(4.9e-05-0.31),0.0129
ENSG00000170264,3.7,(1.1-13),0.0386
ENSG00000108018,3.74,(1.2-11),0.0199
ENSG00000158445,0.00421,(1.9e-05-0.94),0.0473
ENSG00000105372,126,(1.7-9100),0.0268
ENSG00000082014,186,(3.9-8900),0.00817
ENSG00000164976,1100,(5.5-220000),0.00951
ENSG00000069206,0.0226,(0.00051-1),0.0497
ENSG00000214652,0.417,(0.2-0.86),0.0182
ENSG00000134321,0.357,(0.14-0.89),0.0274
ENSG00000182310,11.7,(1-130),0.0465
ENSG00000267028,35.9,(1.9-670),0.0166
ENSG00000146411,0.0158,(6e-04-0.41),0.0128
ENSG00000186265,0.0267,(0.0027-0.27),0.00207
ENSG00000204950,0.0169,(0.00038-0.76),0.0355
ENSG00000131018,4.12,(1.6-11),0.00315
ENSG00000230082,6.57,(1.1-41),0.0437
ENSG00000154310,10.2,(1.3-80),0.0272
ENSG00000177354,151,(2.2-11000),0.0206
ENSG00000112182,0.00422,(9.5e-05-0.19),0.00472
ENSG00000106384,0.0442,(0.0022-0.87),0.0404
ENSG00000147041,1.55,(1-2.4),0.0406
ENSG00000268129,30,(3.8-240),0.00125
ENSG00000165588,1.46,(1.1-1.9),0.00563
ENSG00000177508,5.77,(2.2-15),0.00039
ENSG00000149646,48.3,(1.4-1700),0.0336
ENSG00000125122,118,(1.7-8100),0.0271
ENSG00000181350,0.00853,(0.00037-0.2),0.00304
ENSG00000159556,118,(4.1-3400),0.00535
ENSG00000128285,6.12,(1-36),0.044
ENSG00000150760,515,(3-89000),0.0175
ENSG00000129317,9.8,(1.4-70),0.0231
ENSG00000111863,0.112,(0.026-0.48),0.00338
ENSG00000100029,235,(1.6-34000),0.0313
ENSG00000186732,1470,(19-110000),0.00105
ENSG00000244405,0.371,(0.15-0.91),0.0305
ENSG00000159433,0.0201,(0.0013-0.31),0.00492
ENSG00000165379,0.0324,(0.0027-0.39),0.00687
ENSG00000155846,0.0914,(0.015-0.56),0.00938
ENSG00000259426,32.2,(2-510),0.0136
ENSG00000172115,0.0328,(0.0011-0.96),0.0473
ENSG00000158023,0.0847,(0.0072-0.99),0.0495
ENSG00000187068,0.14,(0.039-0.51),0.00278
ENSG00000179144,0.286,(0.087-0.94),0.0389
ENSG00000245694,1.9,(1.1-3.4),0.0274
ENSG00000160951,83.5,(3.2-2100),0.00756
ENSG00000173320,0.00439,(0.00018-0.11),0.000831
ENSG00000180346,4.69,(1.6-14),0.00608
ENSG00000188050,0.000103,(5.1e-08-0.21),0.0181
ENSG00000171766,15.9,(1.5-170),0.0208
ENSG00000099337,0.0186,(0.0013-0.26),0.00319
ENSG00000132122,0.207,(0.045-0.96),0.0437
ENSG00000214021,151,(2.5-9200),0.0168
ENSG00000172171,0.0965,(0.012-0.8),0.0307
ENSG00000120278,0.328,(0.11-0.97),0.0448
ENSG00000280109,3.72,(1.1-13),0.0417
ENSG00000060237,183,(7.3-4600),0.00153
ENSG00000188549,0.0253,(0.001-0.63),0.0251
ENSG00000260442,6.26,(1.8-22),0.00471
ENSG00000070193,133,(4.2-4300),0.00569
ENSG00000240922,235,(2.5-22000),0.0185
ENSG00000074935,0.195,(0.048-0.8),0.0227
ENSG00000122224,0.0586,(0.0048-0.72),0.0269
ENSG00000136014,0.0741,(0.0067-0.82),0.0338
ENSG00000101935,2.72,(1.2-6.1),0.0156
ENSG00000140488,0.0153,(0.00056-0.41),0.0129
ENSG00000174500,0.00458,(2.4e-05-0.88),0.0449
ENSG00000284925,0.00458,(2.4e-05-0.88),0.0449
ENSG00000281758,0.00621,(4.4e-05-0.87),0.0438
ENSG00000185774,0.00621,(4.4e-05-0.87),0.0438
ENSG00000125430,2.3,(1.3-4.1),0.00569
ENSG00000225132,0.00223,(2e-05-0.25),0.0115
ENSG00000224557,0.00223,(2e-05-0.25),0.0115
ENSG00000225429,0.00223,(2e-05-0.25),0.0115
ENSG00000226071,0.00223,(2e-05-0.25),0.0115
ENSG00000233584,0.00223,(2e-05-0.25),0.0115
ENSG00000168379,0.00223,(2e-05-0.25),0.0115
ENSG00000223372,0.00223,(2e-05-0.25),0.0115
ENSG00000234834,0.00223,(2e-05-0.25),0.0115
ENSG00000170011,23.2,(1.5-370),0.0255
ENSG00000196591,70.1,(1.2-4300),0.0425
ENSG00000138696,4.81,(1.2-19),0.0262
ENSG00000163596,33.4,(2-560),0.0148
ENSG00000172425,91.2,(1.2-7100),0.0422
ENSG00000219665,1420,(20-1e+05),0.00083
ENSG00000250799,17.9,(1.1-290),0.0436
ENSG00000116014,3.34,(1-11),0.0483
ENSG00000135749,0.258,(0.075-0.89),0.0316
ENSG00000272047,0.00661,(9.8e-05-0.44),0.0194
ENSG00000138650,1.85,(1.1-3),0.014
ENSG00000151718,0.00211,(6e-06-0.75),0.0396
ENSG00000266709,5.45,(1.4-21),0.015
ENSG00000184486,41,(3.5-480),0.003
ENSG00000169919,36.2,(1.6-800),0.0234
ENSG00000115137,0.0216,(0.0014-0.34),0.00651
ENSG00000162757,11,(1.8-69),0.0103
ENSG00000082269,0.19,(0.056-0.64),0.00771
ENSG00000197308,121,(5-2900),0.00322
ENSG00000145491,0.00382,(1.8e-05-0.79),0.0408
ENSG00000130700,178,(4.5-7100),0.00584
ENSG00000164849,1.82,(1.1-3.1),0.0309
ENSG00000049192,38.1,(2.7-540),0.00702
ENSG00000101916,0.187,(0.048-0.73),0.0162
ENSG00000171017,175,(4.3-7200),0.0064
ENSG00000164756,0.0047,(5.9e-05-0.37),0.0163
ENSG00000130349,0.107,(0.024-0.49),0.00385
ENSG00000100209,0.0718,(0.0094-0.55),0.0113
ENSG00000101695,0.0866,(0.012-0.6),0.0135
ENSG00000240990,16.6,(1.2-240),0.0381
ENSG00000143878,576,(8.4-40000),0.00323
ENSG00000198915,0.196,(0.064-0.6),0.00427
ENSG00000205559,771,(12-51000),0.00189
ENSG00000152969,0.0122,(0.00029-0.51),0.0209
ENSG00000164342,0.14,(0.021-0.92),0.0411
ENSG00000163354,15.6,(1.8-140),0.0136
ENSG00000254470,13.3,(1.7-100),0.0138
ENSG00000174586,65.6,(1.6-2700),0.0271
ENSG00000064195,2.12,(1.2-3.7),0.00948
ENSG00000205611,0.0589,(0.0037-0.95),0.0457
ENSG00000177954,4.96,(1.3-18),0.016
ENSG00000106560,0.432,(0.2-0.92),0.0306
ENSG00000124191,0.0481,(0.0063-0.37),0.00338
ENSG00000157087,55.4,(1.8-1700),0.0211
ENSG00000154258,0.0484,(0.0027-0.86),0.0392
ENSG00000107614,32.7,(1.4-740),0.0286
ENSG00000254377,97.5,(2.3-4100),0.0166
ENSG00000113073,30.5,(1-880),0.0468
ENSG00000118193,3.2,(1.2-8.5),0.019
ENSG00000196357,0.037,(0.0017-0.81),0.0365
ENSG00000134186,0.137,(0.029-0.64),0.0118
ENSG00000188266,0.0118,(0.00022-0.63),0.0285
ENSG00000170871,0.065,(0.0048-0.89),0.0405
ENSG00000141458,33.4,(1.6-710),0.0247
ENSG00000229307,0.00409,(3.9e-05-0.43),0.0207
ENSG00000178602,91.6,(1-8400),0.0499
ENSG00000277114,77,(2.6-2300),0.0123
ENSG00000274616,77,(2.6-2300),0.0123
ENSG00000275979,77,(2.6-2300),0.0123
ENSG00000277615,77,(2.6-2300),0.0123
ENSG00000276082,77,(2.6-2300),0.0123
ENSG00000274176,77,(2.6-2300),0.0123
ENSG00000274941,77,(2.6-2300),0.0123
ENSG00000277600,77,(2.6-2300),0.0123
ENSG00000088038,77,(2.6-2300),0.0123
ENSG00000273943,77,(2.6-2300),0.0123
ENSG00000124227,65.1,(1.1-3700),0.043
ENSG00000144847,4.11,(1.6-11),0.00395
ENSG00000255501,160,(1.1-22000),0.0442
ENSG00000243479,37.3,(2.6-540),0.0081
ENSG00000150681,0.0333,(0.0021-0.52),0.0155
ENSG00000152926,4.13,(1.2-14),0.022
ENSG00000176153,0.0175,(5e-04-0.61),0.0259
ENSG00000204130,303,(1.4-64000),0.0367
ENSG00000175087,0.0462,(0.0026-0.83),0.0371
ENSG00000225439,35,(5.1-240),0.000304
ENSG00000171757,0.239,(0.061-0.94),0.0401
ENSG00000085563,0.00178,(1.9e-05-0.17),0.00629
ENSG00000124743,202,(2-21000),0.0247
ENSG00000069493,0.0389,(0.0016-0.94),0.0454
ENSG00000248485,0.00251,(1.5e-05-0.43),0.0223
ENSG00000251138,0.0442,(0.0023-0.85),0.039
ENSG00000247774,0.000354,(3.8e-06-0.033),0.000597
ENSG00000230707,0.062,(0.0055-0.7),0.0244
ENSG00000112249,0.027,(0.0023-0.31),0.00392
ENSG00000231920,34.2,(2.1-570),0.0138
ENSG00000231312,0.00315,(7.1e-05-0.14),0.0029
ENSG00000148450,925,(2.8-310000),0.0213
ENSG00000123219,6.37,(1.9-21),0.00231
ENSG00000260989,56.2,(1.9-1600),0.0191
ENSG00000171877,0.00509,(0.00015-0.18),0.00349
ENSG00000163738,4.43,(1.5-13),0.00817
ENSG00000225298,0.0069,(2e-04-0.24),0.0059
ENSG00000151812,6.13e-06,(2.3e-09-0.016),0.00284
ENSG00000156414,0.00518,(0.00011-0.25),0.00755
ENSG00000139263,2.19,(1.1-4.3),0.0215
ENSG00000260219,141,(2.2-9000),0.0198
ENSG00000203684,32.3,(1.2-850),0.0374
ENSG00000229196,486,(3.8-62000),0.0125
ENSG00000234883,0.0571,(0.0037-0.89),0.0409
ENSG00000185842,8.17,(1.9-34),0.00411
ENSG00000197937,155,(6-4000),0.00232
ENSG00000111732,0.028,(0.0017-0.46),0.0126
ENSG00000171004,1.44,(1-2),0.0365
ENSG00000166428,0.0107,(0.00039-0.29),0.00707
ENSG00000143494,0.458,(0.22-0.96),0.0394
ENSG00000067842,2.53e-05,(9.3e-09-0.069),0.00873
ENSG00000147677,2.43,(1.1-5.5),0.034
ENSG00000158321,3.38,(1.3-8.8),0.0124
ENSG00000198039,4.8,(1-22),0.0433
ENSG00000120539,3.39,(1.1-10),0.031
ENSG00000234171,7.55,(1.5-38),0.0135
ENSG00000229565,0.00269,(8.9e-06-0.81),0.0423
ENSG00000162997,0.0977,(0.01-0.91),0.041
ENSG00000166266,83.3,(5.5-1300),0.00148
ENSG00000125804,0.0124,(2e-04-0.77),0.037
ENSG00000178935,128,(3.2-5100),0.00991
ENSG00000165071,0.00401,(7.3e-05-0.22),0.00685
ENSG00000105479,10.7,(1.4-80),0.0215
ENSG00000170500,0.0126,(0.00048-0.33),0.00861
ENSG00000181847,0.000962,(8.6e-06-0.11),0.0039
ENSG00000163867,0.0404,(0.0032-0.5),0.0127
ENSG00000248712,86.1,(3.5-2100),0.00658
ENSG00000276452,0.348,(0.13-0.92),0.0342
ENSG00000104972,0.348,(0.13-0.92),0.0342
ENSG00000274669,0.348,(0.13-0.92),0.0342
ENSG00000277134,0.348,(0.13-0.92),0.0342
ENSG00000277807,0.348,(0.13-0.92),0.0342
ENSG00000155324,0.0223,(0.00052-0.96),0.0475
ENSG00000232977,147,(1.5-15000),0.0332
ENSG00000132749,1760,(3.3-950000),0.0199
ENSG00000134758,0.0427,(0.0038-0.47),0.0103
ENSG00000143194,0.00529,(5.2e-05-0.54),0.0261
ENSG00000168763,0.016,(0.00029-0.88),0.0432
ENSG00000140854,115,(1.7-7600),0.0265
ENSG00000247092,3920,(14-1100000),0.00418
ENSG00000287750,0.0305,(0.0014-0.67),0.0272
ENSG00000169550,2.07,(1.2-3.5),0.00585
ENSG00000228839,0.00169,(1.6e-05-0.18),0.0075
ENSG00000198535,0.000117,(7.4e-08-0.19),0.016
ENSG00000119973,119,(1.7-8100),0.0267
ENSG00000204764,0.00122,(4.5e-06-0.33),0.0191
ENSG00000159182,0.0525,(0.0034-0.8),0.034
ENSG00000150893,2.13,(1.3-3.4),0.00143
ENSG00000175548,4.14,(1.3-14),0.02
ENSG00000166979,0.0822,(0.0074-0.91),0.0415
ENSG00000143452,0.0407,(0.0027-0.62),0.0213
ENSG00000035499,6.55,(1.9-23),0.00291
ENSG00000175928,1.71,(1.1-2.6),0.0139
ENSG00000275962,482,(2.7-87000),0.0198
ENSG00000276363,482,(2.7-87000),0.0198
ENSG00000274953,482,(2.7-87000),0.0198
ENSG00000275330,482,(2.7-87000),0.0198
ENSG00000276066,482,(2.7-87000),0.0198
ENSG00000275577,482,(2.7-87000),0.0198
ENSG00000277607,482,(2.7-87000),0.0198
ENSG00000189068,482,(2.7-87000),0.0198
ENSG00000274887,482,(2.7-87000),0.0198
ENSG00000276159,482,(2.7-87000),0.0198
ENSG00000142102,20.8,(1.3-330),0.0322
ENSG00000188315,38.2,(1.4-1000),0.03
ENSG00000198842,2.07,(1.1-3.7),0.0157
ENSG00000250590,580,(3.2-1e+05),0.0164
ENSG00000031698,0.0916,(0.013-0.63),0.0148
ENSG00000162704,0.00596,(8e-05-0.44),0.0199
ENSG00000125409,0.0068,(0.00011-0.43),0.0185
ENSG00000135604,0.0679,(0.0068-0.67),0.0217
ENSG00000198889,0.0115,(3e-04-0.44),0.0165
ENSG00000100505,5.4,(1.1-28),0.0434
ENSG00000196417,8.92,(1.2-64),0.0301
ENSG00000197705,3.29,(1.2-8.7),0.0168
ENSG00000180113,0.0262,(9e-04-0.76),0.0343
ENSG00000171291,7.6,(1.1-52),0.0381
ENSG00000075461,186,(2.1-17000),0.0229
ENSG00000286058,7.38,(1.3-42),0.0239
ENSG00000170289,0.00578,(5.6e-05-0.6),0.0294
ENSG00000128578,5.07,(1.2-21),0.0257
ENSG00000162004,25.2,(1-620),0.0482
ENSG00000271122,13.5,(1-180),0.0499
ENSG00000186160,4.66e-05,(4.8e-08-0.045),0.00448
ENSG00000253199,0.00724,(8.5e-05-0.62),0.0299
ENSG00000189431,2.68,(1.2-6),0.0159
ENSG00000119938,632,(15-26000),0.000717
ENSG00000184731,0.0293,(0.0013-0.65),0.0259
ENSG00000176160,0.000194,(6.5e-07-0.058),0.00333
ENSG00000117010,0.0105,(0.00031-0.36),0.0113
ENSG00000204682,2.83,(1.4-5.9),0.00513
ENSG00000165694,234,(2.8-20000),0.0158
ENSG00000203867,2.08,(1.1-3.8),0.0176
ENSG00000236882,1060,(1.8-640000),0.0329
ENSG00000139737,0.0868,(0.011-0.71),0.0231
ENSG00000118473,0.00138,(2.5e-06-0.77),0.0411
ENSG00000276776,0.0285,(0.0012-0.66),0.0264
ENSG00000165929,0.0285,(0.0012-0.66),0.0264
ENSG00000173083,0.00201,(1.8e-05-0.22),0.0097
ENSG00000133640,1110,(10-120000),0.00329
ENSG00000198198,64.5,(4.4-940),0.00232
ENSG00000118690,0.00226,(6.4e-05-0.079),0.000789
ENSG00000285443,43.3,(2-920),0.0156
ENSG00000159840,43.3,(2-920),0.0156
ENSG00000171295,3.79,(1.7-8.5),0.00133
ENSG00000134215,3.23,(1.1-9.9),0.0399
ENSG00000255150,0.113,(0.016-0.79),0.0278
ENSG00000145864,4.19,(1.8-10),0.00123
ENSG00000145555,105,(1.7-6300),0.0259
ENSG00000089022,0.0994,(0.012-0.8),0.0297
ENSG00000184221,38.7,(2.4-640),0.0105
ENSG00000164619,16.1,(2.7-95),0.0021
ENSG00000291028,0.00194,(1e-05-0.36),0.0193
ENSG00000121743,0.018,(0.00041-0.79),0.0371
ENSG00000162620,0.0404,(0.002-0.82),0.0366
ENSG00000183971,13.8,(2.1-89),0.006
ENSG00000226846,128,(5-3200),0.0033
ENSG00000139874,0.0063,(8.1e-05-0.49),0.0224
ENSG00000020922,132,(8.2-2100),0.000569
ENSG00000183814,56.7,(2.1-1500),0.0158
ENSG00000146151,0.00413,(1.8e-05-0.95),0.0478
ENSG00000178175,114,(1.6-8200),0.0301
ENSG00000139826,9.17,(1.2-70),0.0323
ENSG00000113615,4.13,(1.1-16),0.0414
ENSG00000087495,0.000651,(2.5e-06-0.17),0.00995
ENSG00000112293,0.000801,(8.6e-06-0.075),0.00207
ENSG00000109738,0.0114,(0.00016-0.82),0.0405
ENSG00000186439,8.91,(1.4-57),0.0211
ENSG00000186300,912,(7.7-110000),0.00512
ENSG00000149548,23.8,(3.8-150),0.000671
ENSG00000271856,5.28e-06,(3.4e-09-0.0082),0.00119
ENSG00000179841,0.00359,(3.7e-05-0.34),0.0156
ENSG00000152763,0.00519,(9.6e-05-0.28),0.00972
ENSG00000163440,0.00501,(6e-05-0.42),0.0191
ENSG00000171827,0.00632,(9.3e-05-0.43),0.0187
ENSG00000134548,3.15,(1.2-8),0.0151
ENSG00000150667,0.00277,(2.8e-05-0.28),0.0122
ENSG00000047056,195,(1.2-31000),0.0414
ENSG00000215808,3.4,(1.2-10),0.0265
ENSG00000197566,1760,(18-170000),0.00131
ENSG00000255374,5290,(1.6-1.7e+07),0.0374
ENSG00000261936,5290,(1.6-1.7e+07),0.0374
ENSG00000262612,5290,(1.6-1.7e+07),0.0374
ENSG00000282537,5290,(1.6-1.7e+07),0.0374
ENSG00000147606,0.00456,(3.8e-05-0.54),0.027
ENSG00000002745,76,(2.2-2600),0.0168
ENSG00000146530,0.0418,(0.0019-0.91),0.0432
ENSG00000163380,2.73,(1-7.1),0.0402
ENSG00000101746,0.00128,(2.4e-06-0.67),0.037
ENSG00000108576,13.1,(1.2-150),0.0377
ENSG00000188916,0.00159,(3.3e-06-0.77),0.0412
