gene,HR,95% CI,p.value
ENSG00000135406,0.133,(0.019-0.95),0.0442
ENSG00000105173,1.7,(1.2-2.5),0.00639
ENSG00000116586,25.3,(3-210),0.00281
ENSG00000108384,6.94,(1.9-26),0.00396
ENSG00000130725,3.9,(1.3-11),0.0135
ENSG00000112343,0.166,(0.052-0.53),0.00249
ENSG00000108799,0.0852,(0.0089-0.82),0.033
ENSG00000103657,0.135,(0.024-0.77),0.0243
ENSG00000077238,0.0861,(0.017-0.44),0.00312
ENSG00000136048,0.348,(0.15-0.82),0.0162
ENSG00000133243,11,(2.3-52),0.00243
ENSG00000063241,6.12,(1.4-27),0.0161
ENSG00000133657,8.87,(2-38),0.0035
ENSG00000080503,0.433,(0.24-0.79),0.00665
ENSG00000197971,0.312,(0.15-0.66),0.00228
ENSG00000111319,0.505,(0.31-0.81),0.0047
ENSG00000102879,0.1,(0.024-0.41),0.00135
ENSG00000215305,6.66,(1.2-38),0.0336
ENSG00000137200,0.00375,(0.00015-0.096),0.00073
ENSG00000171161,39.9,(3.7-430),0.00237
ENSG00000071539,2.84,(1.1-7.6),0.0359
ENSG00000116729,1.83,(1-3.3),0.0452
ENSG00000160613,14.4,(2.1-99),0.00662
ENSG00000182979,2.57,(1.1-6.1),0.0319
ENSG00000147596,0.207,(0.044-0.96),0.0448
ENSG00000107937,5.76,(1.2-27),0.0249
ENSG00000284752,12.8,(2.2-76),0.005
ENSG00000100938,12.8,(2.2-76),0.005
ENSG00000157978,0.0632,(0.01-0.4),0.00325
ENSG00000181274,0.549,(0.31-0.98),0.0423
ENSG00000094975,7.16,(1.6-32),0.0105
ENSG00000213347,99,(3.2-3100),0.00885
ENSG00000134910,18.5,(4.1-85),0.000163
ENSG00000164654,21.5,(2.2-210),0.0084
ENSG00000170476,0.116,(0.015-0.9),0.0393
ENSG00000108852,0.0618,(0.0047-0.81),0.0341
ENSG00000066933,0.0702,(0.0056-0.88),0.0399
ENSG00000118217,12.3,(1.8-86),0.0114
ENSG00000117643,0.0458,(0.0093-0.23),0.000153
ENSG00000111203,0.0432,(0.0028-0.66),0.0242
ENSG00000102034,8.49,(1.7-42),0.00909
ENSG00000116750,14.5,(3.2-67),0.000567
ENSG00000102870,4.52,(1.2-17),0.0238
ENSG00000113194,18.6,(1.6-210),0.0186
ENSG00000101577,0.191,(0.042-0.87),0.0322
ENSG00000120889,0.207,(0.061-0.71),0.0119
ENSG00000271503,0.36,(0.16-0.82),0.0157
ENSG00000274233,0.36,(0.16-0.82),0.0157
ENSG00000115652,0.262,(0.07-0.98),0.0467
ENSG00000164068,50.6,(4.2-600),0.00192
ENSG00000155849,2.45,(1.1-5.7),0.0364
ENSG00000196565,1.51,(1.1-2.1),0.0199
ENSG00000181026,0.343,(0.12-0.97),0.0441
ENSG00000096717,0.37,(0.15-0.91),0.0305
ENSG00000173638,3.78,(1.4-10),0.00755
ENSG00000198420,10.6,(2.9-39),0.000409
ENSG00000133574,0.206,(0.059-0.71),0.0128
ENSG00000169744,0.317,(0.12-0.87),0.0252
ENSG00000144034,3.31,(1.2-9.3),0.0235
ENSG00000171206,0.215,(0.058-0.79),0.0209
ENSG00000072135,16.3,(1.8-150),0.0141
ENSG00000175221,203,(12-3500),0.000272
ENSG00000282092,203,(12-3500),0.000272
ENSG00000180398,6.67,(1.7-26),0.00593
ENSG00000065357,0.0366,(0.0033-0.41),0.00736
ENSG00000164889,10.9,(2.6-45),0.000979
ENSG00000133794,0.00818,(0.00033-0.2),0.00337
ENSG00000135363,0.46,(0.22-0.95),0.0347
ENSG00000004468,0.027,(0.0018-0.39),0.0083
ENSG00000139190,0.112,(0.027-0.45),0.00222
ENSG00000135775,12.7,(1-150),0.046
ENSG00000129675,0.264,(0.089-0.78),0.0158
ENSG00000140092,0.331,(0.13-0.87),0.0246
ENSG00000114383,7.92,(2.4-26),0.000602
ENSG00000169245,0.463,(0.22-0.97),0.041
ENSG00000129009,0.486,(0.25-0.95),0.0343
ENSG00000288508,0.486,(0.25-0.95),0.0343
ENSG00000176148,379,(5.9-24000),0.00523
ENSG00000010292,3.53,(1.2-11),0.026
ENSG00000181789,6.31,(1.5-27),0.014
ENSG00000120159,0.317,(0.11-0.93),0.0365
ENSG00000081760,0.371,(0.15-0.92),0.0326
ENSG00000143333,2.27,(1-4.9),0.0382
ENSG00000101654,8.58,(1.1-69),0.0426
ENSG00000105538,0.0262,(0.00094-0.73),0.0319
ENSG00000132640,2.23,(1-4.9),0.0452
ENSG00000146476,0.61,(0.37-0.99),0.0473
ENSG00000241973,3.05,(1.2-7.5),0.0144
ENSG00000197461,0.261,(0.11-0.6),0.00163
ENSG00000089057,0.201,(0.061-0.66),0.0082
ENSG00000139372,15.3,(2.5-95),0.00326
ENSG00000100908,68.8,(4.3-1100),0.00279
ENSG00000285377,68.8,(4.3-1100),0.00279
ENSG00000090889,3.47,(1.2-9.9),0.0202
ENSG00000006459,0.213,(0.067-0.68),0.00876
ENSG00000181924,3.77,(1-14),0.0454
ENSG00000075673,0.0516,(0.0043-0.62),0.0192
ENSG00000001084,0.124,(0.029-0.54),0.00519
ENSG00000102030,3.84,(1.2-12),0.0216
ENSG00000147394,0.134,(0.02-0.91),0.0394
ENSG00000130816,4.5,(1.8-12),0.00178
ENSG00000160746,146,(8.8-2400),0.000504
ENSG00000198121,0.0254,(0.001-0.64),0.0256
ENSG00000124006,3.07,(1.6-6),0.00119
ENSG00000101945,12.9,(2.8-60),0.00102
ENSG00000125744,2.88,(1.4-6.1),0.0059
ENSG00000168685,0.329,(0.14-0.77),0.0107
ENSG00000070718,0.285,(0.086-0.94),0.0396
ENSG00000187741,5.71,(1-31),0.0438
ENSG00000146021,0.0715,(0.01-0.5),0.00806
ENSG00000023572,2.64,(1.2-5.8),0.0163
ENSG00000116852,0.0503,(0.0031-0.82),0.0357
ENSG00000171608,0.0509,(0.011-0.23),0.000122
ENSG00000140968,0.337,(0.16-0.71),0.00421
ENSG00000126903,12.8,(2-81),0.00671
ENSG00000198382,0.0515,(0.0094-0.28),0.00063
ENSG00000095066,3.78,(1.3-11),0.0145
ENSG00000143793,8.96,(1.1-74),0.0417
ENSG00000116824,0.163,(0.047-0.57),0.0043
ENSG00000169019,2.67,(1.1-6.2),0.024
ENSG00000143179,3.21,(1.7-6.2),0.000497
ENSG00000007047,3.85,(1-14),0.0435
ENSG00000133275,10.3,(1.3-83),0.0284
ENSG00000163344,4.37,(1.2-15),0.0217
ENSG00000119718,6,(1.7-21),0.00449
ENSG00000114698,0.542,(0.31-0.93),0.0276
ENSG00000111252,0.365,(0.18-0.74),0.00488
ENSG00000115825,2.48,(1-6),0.0436
ENSG00000125347,0.134,(0.03-0.6),0.00844
ENSG00000140455,4.8,(1.6-14),0.00504
ENSG00000198604,7.44,(1.5-36),0.0129
ENSG00000115112,0.211,(0.053-0.83),0.0265
ENSG00000116199,17.7,(1.9-160),0.011
ENSG00000134324,0.0365,(0.0032-0.42),0.00762
ENSG00000114270,0.0785,(0.012-0.53),0.0092
ENSG00000006576,0.396,(0.18-0.86),0.0201
ENSG00000115307,7.6,(1.5-38),0.0135
ENSG00000148773,9.47,(2.5-35),0.000815
ENSG00000204264,0.515,(0.27-0.96),0.0383
ENSG00000230669,0.515,(0.27-0.96),0.0383
ENSG00000231631,0.515,(0.27-0.96),0.0383
ENSG00000206298,0.515,(0.27-0.96),0.0383
ENSG00000226201,0.515,(0.27-0.96),0.0383
ENSG00000236443,0.515,(0.27-0.96),0.0383
ENSG00000230034,0.515,(0.27-0.96),0.0383
ENSG00000235715,0.515,(0.27-0.96),0.0383
ENSG00000163032,0.0214,(0.0016-0.28),0.00332
ENSG00000111186,0.33,(0.15-0.73),0.00616
ENSG00000198925,90.9,(2.8-3000),0.0113
ENSG00000156110,3.47,(1.6-7.7),0.00214
ENSG00000132792,6.24,(1.1-36),0.0413
ENSG00000103671,10.2,(2-51),0.00465
ENSG00000105281,6.38,(1.1-37),0.0381
ENSG00000130703,8.97,(2-41),0.00473
ENSG00000167286,0.23,(0.077-0.68),0.00831
ENSG00000084693,2.93,(1.3-6.6),0.01
ENSG00000197930,5.48,(1.5-20),0.0104
ENSG00000182180,12.2,(1.9-78),0.00852
ENSG00000228575,11.2,(1.1-120),0.0449
ENSG00000234012,11.2,(1.1-120),0.0449
ENSG00000231135,11.2,(1.1-120),0.0449
ENSG00000224587,11.2,(1.1-120),0.0449
ENSG00000137337,11.2,(1.1-120),0.0449
ENSG00000206481,11.2,(1.1-120),0.0449
ENSG00000237095,11.2,(1.1-120),0.0449
ENSG00000225589,11.2,(1.1-120),0.0449
ENSG00000144021,6.03,(1.2-31),0.0308
ENSG00000272886,20,(1.2-340),0.0391
ENSG00000075240,9.61,(1.4-66),0.021
ENSG00000007944,0.0704,(0.0097-0.51),0.00879
ENSG00000156709,4.61,(1.1-20),0.041
ENSG00000080822,4.1,(1.3-13),0.0131
ENSG00000042429,10.2,(2-53),0.00579
ENSG00000104365,0.17,(0.034-0.85),0.0306
ENSG00000174744,4.83,(1-23),0.0487
ENSG00000134852,0.104,(0.012-0.87),0.0363
ENSG00000043462,0.223,(0.063-0.79),0.0196
ENSG00000112130,0.117,(0.018-0.75),0.0239
ENSG00000142453,4.65,(1-21),0.0464
ENSG00000139679,0.406,(0.17-0.95),0.0384
ENSG00000182580,6.84,(2.1-22),0.0015
ENSG00000185122,5.96,(1.2-29),0.0259
ENSG00000284774,5.96,(1.2-29),0.0259
ENSG00000180228,11,(2.1-58),0.00461
ENSG00000172183,0.189,(0.051-0.71),0.0134
ENSG00000134569,0.254,(0.076-0.85),0.0255
ENSG00000196663,0.13,(0.019-0.88),0.036
ENSG00000130755,0.387,(0.17-0.88),0.0234
ENSG00000114745,15.6,(1.7-140),0.0153
ENSG00000186716,3.73,(1.2-12),0.0264
ENSG00000175832,0.327,(0.13-0.84),0.02
ENSG00000240370,0.148,(0.032-0.69),0.0152
ENSG00000072786,0.161,(0.03-0.85),0.032
ENSG00000181788,4.97,(1.2-20),0.0243
ENSG00000079462,4.15,(1.1-15),0.033
ENSG00000197943,0.115,(0.027-0.49),0.00337
ENSG00000129204,0.0544,(0.0056-0.53),0.0124
ENSG00000197417,0.0849,(0.0094-0.77),0.0284
ENSG00000076944,6.59,(1.2-35),0.0272
ENSG00000100105,3.62,(1-13),0.0488
ENSG00000175782,2.5,(1.2-5.2),0.0155
ENSG00000076356,1.87,(1.4-2.6),9.55e-05
ENSG00000257923,18.1,(2.4-130),0.00468
ENSG00000166783,0.148,(0.027-0.82),0.0285
ENSG00000277140,0.148,(0.027-0.82),0.0285
ENSG00000086827,40.9,(1.7-990),0.0224
ENSG00000115275,7.96,(1.1-58),0.04
ENSG00000102743,6.15,(2.4-16),0.000191
ENSG00000138646,0.34,(0.14-0.8),0.0135
ENSG00000284501,4.44,(1.1-18),0.0393
ENSG00000161013,4.44,(1.1-18),0.0393
ENSG00000281877,0.0129,(0.0011-0.16),0.000648
ENSG00000117676,0.0129,(0.0011-0.16),0.000648
ENSG00000101986,23.4,(2-270),0.0118
ENSG00000078269,202,(3.6-12000),0.00999
ENSG00000183150,0.285,(0.09-0.9),0.0323
ENSG00000160226,0.0206,(0.001-0.43),0.012
ENSG00000087053,10.8,(2.2-53),0.00316
ENSG00000121578,2.95,(1-8.5),0.0452
ENSG00000228716,5.7,(1.4-23),0.0152
ENSG00000122122,0.0988,(0.018-0.54),0.00728
ENSG00000139112,0.313,(0.12-0.84),0.0204
ENSG00000105369,0.0106,(0.00042-0.27),0.0059
ENSG00000112893,2.25,(1.2-4.4),0.0174
ENSG00000074266,3.62,(1.4-9.3),0.00745
ENSG00000151746,0.0427,(0.0019-0.98),0.0483
ENSG00000052841,0.141,(0.022-0.9),0.0381
ENSG00000250361,18.5,(1.1-300),0.0401
ENSG00000101407,6.73,(1.5-30),0.012
ENSG00000146950,0.145,(0.034-0.62),0.009
ENSG00000198825,0.45,(0.23-0.9),0.0242
ENSG00000177051,11.1,(1.6-79),0.016
ENSG00000179526,13.8,(1-180),0.0477
ENSG00000135002,1.71,(1-2.8),0.0368
ENSG00000166228,11.5,(3-43),0.000307
ENSG00000106772,0.285,(0.099-0.82),0.0201
ENSG00000104814,0.0308,(0.003-0.32),0.0036
ENSG00000282928,0.0308,(0.003-0.32),0.0036
ENSG00000074356,0.0815,(0.013-0.51),0.00762
ENSG00000133265,32,(3.2-320),0.00332
ENSG00000176142,18.1,(1.9-170),0.012
ENSG00000278259,70.3,(5.3-930),0.00125
ENSG00000278372,70.3,(5.3-930),0.00125
ENSG00000120451,38.9,(1.4-1100),0.0295
ENSG00000105486,20.3,(2.1-200),0.00984
ENSG00000175283,96.6,(2.6-3600),0.0135
ENSG00000064692,0.113,(0.015-0.85),0.0337
ENSG00000284096,0.22,(0.08-0.61),0.00359
ENSG00000005249,0.22,(0.08-0.61),0.00359
ENSG00000106852,0.0114,(0.00074-0.18),0.00137
ENSG00000162894,0.0233,(0.0016-0.33),0.00565
ENSG00000149541,11.8,(1.5-94),0.0198
ENSG00000109917,11.8,(1.5-94),0.0195
ENSG00000114767,11.4,(1.2-110),0.0341
ENSG00000204634,0.0618,(0.012-0.31),0.000641
ENSG00000158467,0.0021,(4.6e-05-0.095),0.00154
ENSG00000086730,0.0853,(0.01-0.69),0.0213
ENSG00000069424,0.0163,(7e-04-0.38),0.0106
ENSG00000124532,0.469,(0.24-0.93),0.0307
ENSG00000189369,0.17,(0.064-0.46),0.000427
ENSG00000144749,0.454,(0.24-0.87),0.0165
ENSG00000163219,0.114,(0.025-0.52),0.00521
ENSG00000103490,0.15,(0.043-0.52),0.00271
ENSG00000146232,0.00616,(3e-04-0.13),0.000962
ENSG00000141179,8.8,(1.6-48),0.0122
ENSG00000026950,0.145,(0.028-0.75),0.0213
ENSG00000184349,108,(4.3-2700),0.00431
ENSG00000101412,12.1,(1.3-110),0.0271
ENSG00000111670,0.185,(0.074-0.46),0.000318
ENSG00000076662,0.164,(0.03-0.89),0.0356
ENSG00000101347,0.156,(0.039-0.62),0.00835
ENSG00000132359,0.262,(0.097-0.71),0.00812
ENSG00000203950,4.33,(1.1-17),0.0382
ENSG00000075884,0.366,(0.16-0.86),0.0202
ENSG00000145916,0.0936,(0.011-0.76),0.027
ENSG00000163872,5.29,(1.4-20),0.0155
ENSG00000081237,0.509,(0.3-0.86),0.0124
ENSG00000262418,0.509,(0.3-0.86),0.0124
ENSG00000012124,0.022,(0.00052-0.93),0.046
ENSG00000166716,55.3,(3-1000),0.00727
ENSG00000169413,0.509,(0.27-0.95),0.0354
ENSG00000253230,0.00331,(5.9e-05-0.19),0.00547
ENSG00000284859,0.00331,(5.9e-05-0.19),0.00547
ENSG00000273559,0.024,(0.00098-0.59),0.0222
ENSG00000276761,0.024,(0.00098-0.59),0.0222
ENSG00000101844,0.0652,(0.0074-0.57),0.0138
ENSG00000134970,9.5,(1.9-48),0.00652
ENSG00000064490,13.7,(2.8-67),0.00113
ENSG00000135750,1.56,(1-2.4),0.0386
ENSG00000170290,1.62,(1.1-2.3),0.00746
ENSG00000082068,6.71,(1-43),0.0446
ENSG00000104881,4.08,(1.1-16),0.0391
ENSG00000106785,0.236,(0.091-0.61),0.00278
ENSG00000066654,0.0933,(0.017-0.5),0.00575
ENSG00000102021,0.0631,(0.0055-0.72),0.0263
ENSG00000093009,6.8,(1.2-40),0.0332
ENSG00000073711,12.8,(1.3-130),0.0313
ENSG00000078902,72.9,(5.2-1000),0.00141
ENSG00000138592,0.0741,(0.012-0.46),0.00517
ENSG00000156873,24.9,(1.9-330),0.0147
ENSG00000164251,0.531,(0.33-0.85),0.00882
ENSG00000095397,0.0123,(0.00059-0.26),0.00459
ENSG00000137207,14.4,(1.9-110),0.00984
ENSG00000071242,0.0675,(0.0062-0.74),0.0269
ENSG00000113300,7.73,(1.3-45),0.0231
ENSG00000087008,119,(11-1400),0.000112
ENSG00000085741,2.95,(1.2-7.3),0.0188
ENSG00000122882,8.06,(1.5-45),0.0168
ENSG00000104826,1.8,(1-3.1),0.038
ENSG00000103175,0.174,(0.034-0.88),0.0349
ENSG00000111711,5.4,(1.3-22),0.0202
ENSG00000109736,5.67,(1.5-21),0.00954
ENSG00000186063,8.83,(2.2-36),0.00247
ENSG00000072310,0.0315,(0.0027-0.36),0.00567
ENSG00000127511,15.2,(2.1-110),0.00661
ENSG00000124839,2.28,(1.2-4.3),0.012
ENSG00000139496,3.96,(1.1-14),0.0346
ENSG00000171914,3.31,(1.2-9.5),0.0256
ENSG00000079999,6.46,(1.1-37),0.0356
ENSG00000010671,0.118,(0.015-0.95),0.0442
ENSG00000105255,5.25,(1.1-25),0.0356
ENSG00000112186,1.98,(1-3.9),0.0458
ENSG00000100749,4.01,(1-16),0.0489
ENSG00000223448,0.0911,(0.019-0.43),0.00238
ENSG00000236925,0.0911,(0.019-0.43),0.00238
ENSG00000204487,0.0911,(0.019-0.43),0.00238
ENSG00000231314,0.0911,(0.019-0.43),0.00238
ENSG00000227507,0.0911,(0.019-0.43),0.00238
ENSG00000238114,0.0911,(0.019-0.43),0.00238
ENSG00000236237,0.0911,(0.019-0.43),0.00238
ENSG00000206437,0.0911,(0.019-0.43),0.00238
ENSG00000102934,0.163,(0.039-0.68),0.013
ENSG00000132970,0.321,(0.13-0.8),0.0152
ENSG00000241386,0.0822,(0.0086-0.79),0.03
ENSG00000243612,0.0822,(0.0086-0.79),0.03
ENSG00000243496,0.0822,(0.0086-0.79),0.03
ENSG00000239457,0.0822,(0.0086-0.79),0.03
ENSG00000241910,0.0822,(0.0086-0.79),0.03
ENSG00000241106,0.0822,(0.0086-0.79),0.03
ENSG00000187605,8.1,(1.3-52),0.027
ENSG00000158792,7.63,(1.4-42),0.0188
ENSG00000135723,6.35,(1.8-23),0.00474
ENSG00000156127,0.0595,(0.0062-0.57),0.0147
ENSG00000090097,4.88,(1.6-15),0.00643
ENSG00000196371,0.0876,(0.017-0.45),0.00363
ENSG00000131203,0.13,(0.027-0.64),0.0118
ENSG00000285248,5.42,(1.1-27),0.0386
ENSG00000196497,5.42,(1.1-27),0.0386
ENSG00000288324,0.0124,(3e-04-0.51),0.0206
ENSG00000072071,0.0124,(3e-04-0.51),0.0206
ENSG00000164591,0.0762,(0.0076-0.76),0.0285
ENSG00000174579,6.11,(1-36),0.0446
ENSG00000100079,0.324,(0.11-0.94),0.039
ENSG00000168016,0.269,(0.074-0.98),0.0467
ENSG00000177853,105,(1.1-10000),0.0449
ENSG00000184436,9.67,(1.2-79),0.0346
ENSG00000150776,22.3,(2.5-200),0.00526
ENSG00000183248,17.9,(1.1-300),0.0452
ENSG00000004897,6.96,(1.5-33),0.0147
ENSG00000002330,46.2,(6.7-320),1e-04
ENSG00000242247,0.116,(0.024-0.55),0.00676
ENSG00000165495,16.1,(1.2-220),0.0361
ENSG00000114735,282,(12-6800),0.000498
ENSG00000178694,15.1,(1.1-220),0.0458
ENSG00000134905,71.9,(3.5-1500),0.00537
ENSG00000141084,5.46,(1-29),0.0484
ENSG00000243335,0.0621,(0.01-0.38),0.00276
ENSG00000159167,2.57,(1.4-4.6),0.00124
ENSG00000117308,4.07,(1.3-13),0.0196
ENSG00000166411,0.0634,(0.0052-0.77),0.0304
ENSG00000161281,0.401,(0.17-0.95),0.0387
ENSG00000143514,9.98,(1.6-61),0.0127
ENSG00000188404,0.0561,(0.0089-0.35),0.00221
ENSG00000110060,36.1,(1.8-710),0.0181
ENSG00000142694,2.32,(1.1-4.8),0.0212
ENSG00000080823,2.58,(1.5-4.6),0.00122
ENSG00000113083,1.73,(1.2-2.5),0.00497
ENSG00000158050,0.0531,(0.0032-0.87),0.0396
ENSG00000136643,3.79,(1.3-11),0.0136
ENSG00000110583,43,(5.2-360),0.000505
ENSG00000130193,22.8,(1.7-300),0.0174
ENSG00000159335,5.53,(1-29),0.0442
ENSG00000102100,5.47,(1-29),0.0479
ENSG00000100526,2.36,(1.3-4.3),0.00438
ENSG00000111879,3.88,(1.7-9),0.00159
ENSG00000136161,0.342,(0.12-1),0.0495
ENSG00000163960,6.36,(1.4-30),0.0185
ENSG00000163923,2.36,(1-5.4),0.043
ENSG00000167900,11.6,(2.7-50),0.000999
ENSG00000152778,0.0769,(0.011-0.52),0.00837
ENSG00000100095,6.19,(1.6-23),0.00721
ENSG00000100060,0.0617,(0.0041-0.94),0.0447
ENSG00000140939,6.09,(1.5-25),0.0123
ENSG00000113734,158,(4.7-5300),0.00483
ENSG00000072571,5.26,(1.6-18),0.00716
ENSG00000184678,4.72,(1.9-12),0.00102
ENSG00000159231,0.0385,(0.0057-0.26),0.000879
ENSG00000139725,0.128,(0.031-0.53),0.00438
ENSG00000162777,0.261,(0.082-0.83),0.0225
ENSG00000168421,0.0709,(0.0071-0.71),0.0243
ENSG00000108094,30.5,(2.4-390),0.00842
ENSG00000120318,0.151,(0.034-0.68),0.0137
ENSG00000107651,12.2,(1.5-100),0.0206
ENSG00000197548,15.2,(2-120),0.00891
ENSG00000130052,0.0577,(0.0059-0.57),0.0145
ENSG00000227429,0.116,(0.019-0.71),0.02
ENSG00000230389,0.116,(0.019-0.71),0.02
ENSG00000237105,0.116,(0.019-0.71),0.02
ENSG00000206337,0.116,(0.019-0.71),0.02
ENSG00000172269,18.9,(2.9-120),0.00213
ENSG00000186416,41.8,(2.9-600),0.00591
ENSG00000158169,128,(4.8-3400),0.00369
ENSG00000166736,0.00559,(0.00015-0.21),0.00489
ENSG00000081721,7.91,(1.3-47),0.023
ENSG00000040199,0.0947,(0.016-0.55),0.00849
ENSG00000104331,6.93,(1.7-29),0.00752
ENSG00000188690,6.52,(1.1-38),0.0371
ENSG00000083454,0.0462,(0.0032-0.66),0.0233
ENSG00000134574,0.0555,(0.0085-0.36),0.00249
ENSG00000031003,0.255,(0.079-0.83),0.0227
ENSG00000115657,5.48,(1.4-21),0.0142
ENSG00000005882,30.3,(1.2-750),0.0373
ENSG00000186834,4,(1.6-9.9),0.0027
ENSG00000148848,10.8,(1.3-92),0.0297
ENSG00000105976,10.8,(1.9-61),0.00676
ENSG00000155980,0.00115,(1.1e-05-0.12),0.00398
ENSG00000100842,7.57,(1.3-44),0.0249
ENSG00000213413,0.0385,(0.0036-0.42),0.00736
ENSG00000243137,2.17,(1.1-4.2),0.0216
ENSG00000007062,0.624,(0.43-0.91),0.0133
ENSG00000184203,0.245,(0.064-0.94),0.0404
ENSG00000141449,48.2,(4.3-550),0.00176
ENSG00000126838,0.00662,(6.3e-05-0.7),0.0347
ENSG00000122507,0.164,(0.038-0.71),0.0161
ENSG00000196642,9.59,(2.1-44),0.00342
ENSG00000130775,0.264,(0.09-0.77),0.0148
ENSG00000104375,3.13,(1-9.6),0.0446
ENSG00000164900,141,(1.6-12000),0.0299
ENSG00000188566,442,(2.5-78000),0.021
ENSG00000173846,0.0569,(0.0052-0.62),0.0189
ENSG00000153767,8.11,(1.7-38),0.00762
ENSG00000171467,0.166,(0.049-0.56),0.0038
ENSG00000020633,0.178,(0.049-0.64),0.0086
ENSG00000125520,3.74,(1.1-12),0.0317
ENSG00000171316,10.8,(3.2-36),0.000104
ENSG00000181830,27.1,(1.8-410),0.0171
ENSG00000106236,0.46,(0.23-0.94),0.0322
ENSG00000170425,0.288,(0.088-0.94),0.0391
ENSG00000137802,7.53,(1.4-41),0.0189
ENSG00000137265,0.0144,(0.00055-0.38),0.011
ENSG00000108433,35.5,(1.8-690),0.0183
ENSG00000175040,0.357,(0.15-0.83),0.0163
ENSG00000128284,0.225,(0.064-0.8),0.0205
ENSG00000143156,4.18,(1.3-14),0.0192
ENSG00000138180,4.75,(2-11),0.000399
ENSG00000137752,0.284,(0.1-0.8),0.0173
ENSG00000135643,0.00877,(0.00021-0.37),0.0133
ENSG00000123191,2.4,(1.1-5.1),0.0232
ENSG00000141506,17.3,(2.9-100),0.00186
ENSG00000120949,0.165,(0.034-0.8),0.0253
ENSG00000105186,5.72,(1.3-26),0.0236
ENSG00000169359,10,(2.4-42),0.00158
ENSG00000156049,0.00292,(5.1e-05-0.17),0.00483
ENSG00000221826,1.7,(1.1-2.6),0.0155
ENSG00000145936,0.0563,(0.0058-0.55),0.0131
ENSG00000197594,0.167,(0.05-0.56),0.00364
ENSG00000117593,19.6,(2.4-160),0.0052
ENSG00000180644,0.172,(0.039-0.75),0.0193
ENSG00000166575,5.52,(2.3-13),0.000114
ENSG00000164707,1.71,(1-2.9),0.0413
ENSG00000185838,743,(6.7-83000),0.00597
ENSG00000109685,4.58,(1.4-15),0.00998
ENSG00000066583,4.68,(1.9-12),0.000962
ENSG00000131037,3.25,(1.1-9.7),0.0334
ENSG00000157152,0.0107,(7e-04-0.16),0.00106
ENSG00000156234,0.114,(0.016-0.83),0.0323
ENSG00000130540,0.0506,(0.0055-0.47),0.00847
ENSG00000130226,0.0116,(0.00026-0.53),0.022
ENSG00000121964,0.134,(0.019-0.96),0.0459
ENSG00000093144,22.6,(2-250),0.0112
ENSG00000171466,5.4,(1.1-27),0.0392
ENSG00000111087,0.142,(0.026-0.79),0.0258
ENSG00000169740,4.89,(1.1-22),0.0364
ENSG00000125846,13.5,(1-180),0.0477
ENSG00000099330,18,(1.8-180),0.015
ENSG00000100360,0.269,(0.08-0.9),0.0335
ENSG00000147889,1.73,(1-2.9),0.0439
ENSG00000143437,6.62,(1.5-29),0.013
ENSG00000136770,8.24,(1.5-46),0.0158
ENSG00000124508,0.0584,(0.005-0.69),0.024
ENSG00000101441,2.15,(1.3-3.6),0.00483
ENSG00000205364,0.419,(0.2-0.88),0.0221
ENSG00000100162,9.59,(1.5-62),0.018
ENSG00000169122,2.24,(1.1-4.4),0.0196
ENSG00000101343,5.18,(1.7-16),0.00371
ENSG00000105771,16.5,(1-260),0.0466
ENSG00000221926,0.243,(0.065-0.91),0.0352
ENSG00000164951,0.16,(0.034-0.76),0.0208
ENSG00000130311,4.48,(1.6-12),0.00412
ENSG00000266074,9.5,(2-45),0.00447
ENSG00000114859,363,(5.5-24000),0.00586
ENSG00000113645,2.73,(1.1-6.7),0.0275
ENSG00000290659,0.319,(0.12-0.87),0.0259
ENSG00000156795,21.2,(4.1-110),0.000244
ENSG00000125354,0.255,(0.11-0.61),0.00225
ENSG00000089127,0.177,(0.041-0.76),0.0196
ENSG00000134899,0.0274,(0.0031-0.24),0.00127
ENSG00000282972,21.7,(3.5-130),0.000915
ENSG00000168243,21.7,(3.5-130),0.000915
ENSG00000104889,3.82,(1.2-12),0.0194
ENSG00000065268,5.72,(1.8-19),0.00363
ENSG00000206190,0.002,(1e-05-0.4),0.0216
ENSG00000163568,0.127,(0.016-0.99),0.0492
ENSG00000175356,0.0674,(0.013-0.34),0.00104
ENSG00000187372,20.8,(3.3-130),0.00115
ENSG00000187210,4.86,(1.4-17),0.0123
ENSG00000100721,0.00995,(0.00038-0.26),0.00547
ENSG00000168772,8.47,(1.3-54),0.0243
ENSG00000135074,3.04,(1.3-7),0.00878
ENSG00000101901,0.277,(0.077-1),0.0495
ENSG00000136750,0.0554,(0.0042-0.74),0.0283
ENSG00000163286,0.251,(0.067-0.94),0.0403
ENSG00000163870,5.46,(1.1-27),0.0387
ENSG00000138829,1.46,(1-2.1),0.03
ENSG00000013016,5.34,(1.9-15),0.00169
ENSG00000115486,2.55,(1.1-6.1),0.0354
ENSG00000137834,4.3,(1.2-15),0.0233
ENSG00000125845,2.29,(1.3-4.2),0.00657
ENSG00000130561,20.4,(1-400),0.0466
ENSG00000281857,20.4,(1-400),0.0466
ENSG00000266028,8.17,(2.2-30),0.00143
ENSG00000137965,0.426,(0.22-0.84),0.013
ENSG00000007866,5.75,(1.1-31),0.0409
ENSG00000197872,1.95,(1.1-3.5),0.0265
ENSG00000223609,3.38,(1.2-9.3),0.0185
