gene,HR,95% CI,p.value
ENSG00000162409,3.39,(1.7-6.6),0.000299
ENSG00000237489,0.318,(0.12-0.85),0.0229
ENSG00000118156,0.0926,(0.019-0.46),0.00351
ENSG00000225484,3.45,(1.1-10),0.0271
ENSG00000101438,2.27,(1.3-4),0.00543
ENSG00000197177,3.71,(1.1-12),0.0284
ENSG00000163376,0.288,(0.12-0.69),0.00524
ENSG00000078814,0.315,(0.11-0.92),0.0349
ENSG00000172458,2.21,(1.1-4.3),0.0177
ENSG00000134769,1.82,(1-3.2),0.0363
ENSG00000006377,4.41,(1.7-11),0.00187
ENSG00000165338,1.94,(1-3.6),0.0388
ENSG00000197085,3.04,(1.1-8.4),0.0324
ENSG00000189298,7.68,(2.3-26),0.00106
ENSG00000153982,1.63,(1-2.5),0.0313
ENSG00000170549,1.84,(1-3.4),0.0488
ENSG00000173198,0.508,(0.31-0.83),0.00631
ENSG00000290555,4.7,(1.1-21),0.0426
ENSG00000255507,0.186,(0.056-0.62),0.00625
ENSG00000123901,3.33,(1.2-8.9),0.0164
ENSG00000166441,2.81,(1-7.8),0.0471
ENSG00000138650,1.55,(1.1-2.1),0.00455
ENSG00000173928,0.064,(0.011-0.37),0.00202
ENSG00000105948,2.81,(1.1-7.3),0.0349
ENSG00000251209,5.09,(1.4-18),0.0112
ENSG00000181195,0.283,(0.08-0.99),0.0488
ENSG00000163630,2.81,(1.3-6.2),0.0108
ENSG00000224137,0.575,(0.33-1),0.0499
ENSG00000070985,0.349,(0.13-0.97),0.0439
ENSG00000225132,0.642,(0.43-0.95),0.0263
ENSG00000224557,0.642,(0.43-0.95),0.0263
ENSG00000225429,0.642,(0.43-0.95),0.0263
ENSG00000226071,0.642,(0.43-0.95),0.0263
ENSG00000233584,0.642,(0.43-0.95),0.0263
ENSG00000168379,0.642,(0.43-0.95),0.0263
ENSG00000223372,0.642,(0.43-0.95),0.0263
ENSG00000234834,0.642,(0.43-0.95),0.0263
ENSG00000101916,0.627,(0.41-0.96),0.0335
ENSG00000184005,2.05,(1.1-3.7),0.0168
ENSG00000177508,1.67,(1.1-2.5),0.011
ENSG00000156103,1.91,(1.3-2.7),0.000556
ENSG00000101052,2.95,(1.3-6.9),0.013
ENSG00000177511,4.18,(1-17),0.0478
ENSG00000172296,2.23,(1.1-4.7),0.032
ENSG00000234965,0.318,(0.11-0.91),0.0319
ENSG00000114279,2.98,(1.4-6.6),0.00654
ENSG00000237036,3.11,(1.2-8.1),0.0194
ENSG00000089041,0.457,(0.26-0.81),0.00731
ENSG00000281230,2.53,(1.5-4.2),0.000266
ENSG00000082497,2.53,(1.5-4.2),0.000266
ENSG00000205277,2.06,(1-4.1),0.0383
ENSG00000179144,0.583,(0.39-0.87),0.00841
ENSG00000236502,3.1,(1.2-7.9),0.0184
ENSG00000140557,1.96,(1.2-3.2),0.00783
ENSG00000080298,2.36,(1-5.5),0.0455
ENSG00000239887,4,(1.4-11),0.00769
ENSG00000141441,2.44,(1-5.9),0.046
ENSG00000180096,0.393,(0.18-0.87),0.0213
ENSG00000188001,0.207,(0.044-0.97),0.0452
ENSG00000131969,0.582,(0.35-0.96),0.0355
ENSG00000179523,3.16,(1.1-9.4),0.0391
ENSG00000081189,0.0574,(0.0054-0.61),0.0177
ENSG00000171446,5.3,(1.2-24),0.0296
ENSG00000162897,0.189,(0.045-0.79),0.0228
ENSG00000113209,1.41,(1-2),0.0389
ENSG00000144061,2.04,(1.1-4),0.035
ENSG00000127325,0.194,(0.039-0.95),0.0435
ENSG00000143036,1.59,(1.1-2.2),0.00925
ENSG00000134198,1.51,(1-2.3),0.0482
ENSG00000213672,0.153,(0.043-0.54),0.00344
ENSG00000257660,3.77,(1.2-12),0.028
ENSG00000176406,3.25,(1.5-7.2),0.00385
ENSG00000167394,0.137,(0.021-0.89),0.0375
ENSG00000129159,4.02,(1.7-9.3),0.0012
ENSG00000139200,2.36,(1.4-3.9),0.000919
ENSG00000145794,1.78,(1.2-2.7),0.00521
ENSG00000064195,1.64,(1-2.6),0.0377
ENSG00000106560,0.664,(0.49-0.91),0.0107
ENSG00000177291,3.68,(1.1-12),0.0349
ENSG00000152154,1.79,(1.2-2.7),0.00587
ENSG00000156253,3.02,(1.5-6.1),0.0019
ENSG00000248485,2.33,(1.3-4.1),0.00386
ENSG00000184378,0.134,(0.028-0.64),0.0118
ENSG00000101940,3.15,(1.1-9.4),0.0403
ENSG00000147044,1.6,(1.1-2.4),0.0195
ENSG00000245526,1.71,(1.1-2.8),0.0305
ENSG00000204130,4.14,(1-17),0.0499
ENSG00000069493,0.194,(0.066-0.57),0.00304
ENSG00000165164,2.99,(1.1-8),0.03
ENSG00000109046,0.257,(0.076-0.87),0.0293
ENSG00000260101,0.154,(0.032-0.74),0.0194
ENSG00000257259,0.253,(0.068-0.93),0.0393
ENSG00000072133,2.76,(1.4-5.3),0.00239
ENSG00000154065,0.566,(0.34-0.95),0.0321
ENSG00000182272,1.77,(1-3),0.0322
ENSG00000139973,2.26,(1.1-4.6),0.0235
ENSG00000198829,0.476,(0.23-0.99),0.046
ENSG00000266053,0.0734,(0.012-0.44),0.00435
ENSG00000171714,4.01,(1.1-14),0.0324
ENSG00000149575,3.12,(1.4-7.1),0.00663
ENSG00000146038,1.96,(1.3-3.1),0.00286
ENSG00000165194,2.56,(1.4-4.6),0.00193
ENSG00000143850,2.3,(1.4-3.7),0.000438
ENSG00000166263,7.56,(2-28),0.00267
ENSG00000236915,0.0548,(0.0057-0.52),0.0117
ENSG00000047849,1.63,(1.1-2.4),0.0093
ENSG00000114455,2.91,(1.2-7.2),0.021
ENSG00000170006,0.429,(0.21-0.88),0.0207
ENSG00000168421,0.36,(0.16-0.8),0.0124
ENSG00000145428,2.06,(1-4.2),0.0479
ENSG00000187416,3.32,(1.1-10),0.0408
ENSG00000164604,3.13,(1.4-6.9),0.005
ENSG00000112319,1.66,(1.1-2.4),0.00962
ENSG00000111732,0.172,(0.047-0.64),0.00829
ENSG00000135740,0.0712,(0.0093-0.54),0.0109
ENSG00000168772,1.82,(1.1-3.1),0.029
ENSG00000269994,2.1,(1.1-3.9),0.0214
ENSG00000132872,2.27,(1.4-3.6),0.000496
ENSG00000047410,2.42,(1.1-5.1),0.0217
ENSG00000147677,1.94,(1.2-3.2),0.0096
ENSG00000179088,0.156,(0.029-0.85),0.0321
ENSG00000163029,1.84,(1-3.3),0.0479
ENSG00000162437,3.39,(1.9-6.2),6.64e-05
ENSG00000170677,1.94,(1.1-3.4),0.0189
ENSG00000111052,2.1,(1.1-4.1),0.0327
ENSG00000144229,2.49,(1.2-5.4),0.0199
ENSG00000138678,0.321,(0.16-0.63),0.00109
ENSG00000215424,3.67,(1-13),0.0474
ENSG00000138315,6.44,(1.5-28),0.0123
ENSG00000110436,1.56,(1.1-2.3),0.0248
ENSG00000050344,0.515,(0.27-1),0.0486
ENSG00000267123,0.1,(0.01-0.98),0.0476
ENSG00000181847,0.301,(0.12-0.78),0.013
ENSG00000170500,1.37,(1-1.9),0.0475
ENSG00000203710,0.585,(0.37-0.93),0.0247
ENSG00000291122,3.66,(1.2-11),0.0259
ENSG00000152527,2.18,(1.1-4.4),0.0313
ENSG00000166455,2.2,(1.3-3.8),0.00584
ENSG00000184293,0.198,(0.06-0.65),0.00757
ENSG00000249307,2.17,(1.1-4.1),0.0175
ENSG00000162687,2.03,(1.2-3.4),0.0074
ENSG00000112699,2.32,(1.1-5),0.0303
ENSG00000124171,1.57,(1-2.4),0.0289
ENSG00000234883,0.431,(0.22-0.86),0.0174
ENSG00000240764,12.2,(1.8-83),0.0103
ENSG00000115524,3.85,(1.7-8.5),0.000923
ENSG00000168661,2.28,(1.2-4.5),0.0163
ENSG00000234352,2.52,(1.2-5.2),0.0123
ENSG00000150471,3.07,(1.6-5.8),0.000518
ENSG00000164066,1.92,(1-3.6),0.043
ENSG00000144959,0.701,(0.51-0.97),0.0308
ENSG00000139263,1.3,(1-1.7),0.0477
ENSG00000130414,2.52,(1.1-6),0.0368
ENSG00000196440,2.53,(1.3-5),0.00724
ENSG00000148584,1.93,(1.2-3),0.00396
ENSG00000255150,0.186,(0.063-0.55),0.0022
ENSG00000245750,4.27,(1.2-15),0.0243
ENSG00000035499,2.34,(1.4-4),0.00198
ENSG00000078589,0.575,(0.34-0.97),0.0395
ENSG00000196418,2.27,(1.1-4.7),0.0285
ENSG00000116793,4.24,(1.2-15),0.0227
ENSG00000162929,2.26,(1-5),0.0452
ENSG00000158717,0.252,(0.093-0.68),0.00672
ENSG00000188803,1.79,(1.1-2.8),0.0115
ENSG00000010379,1.54,(1.1-2.2),0.0122
ENSG00000257501,4.94,(1.2-21),0.0291
ENSG00000171004,1.62,(1.2-2.2),0.00249
ENSG00000196417,2.61,(1.1-6.3),0.0328
ENSG00000113240,0.0102,(0.00098-0.11),0.00013
ENSG00000135823,3.06,(1.3-7.4),0.0126
ENSG00000150893,1.51,(1.2-1.9),0.0011
ENSG00000135604,0.421,(0.2-0.91),0.0269
ENSG00000286058,2.42,(1.2-5.1),0.0196
ENSG00000138430,4.7,(1.5-15),0.00935
ENSG00000120068,1.51,(1.1-2.1),0.0102
ENSG00000174721,2.15,(1.2-3.9),0.0115
ENSG00000165566,3.54,(1.5-8.3),0.00363
ENSG00000171016,3.12,(1-9.5),0.0462
ENSG00000185737,4.18,(1.5-11),0.00517
ENSG00000179630,0.533,(0.3-0.94),0.0298
ENSG00000229240,0.19,(0.038-0.95),0.0428
ENSG00000284980,2.23,(1.2-4.1),0.00871
ENSG00000155189,2.23,(1.2-4.1),0.00871
ENSG00000188674,4.11,(1.5-11),0.00485
ENSG00000112852,3.3,(1.8-6),0.000116
ENSG00000112996,2.03,(1.1-3.7),0.0235
ENSG00000175928,1.3,(1-1.6),0.0202
ENSG00000168116,3.97,(1.5-11),0.00564
ENSG00000179796,2.23,(1.2-4.1),0.0103
ENSG00000148484,0.214,(0.071-0.64),0.00597
ENSG00000183662,3.23,(1.1-9.9),0.04
ENSG00000138468,2.59,(1-6.5),0.0425
ENSG00000188021,2.33,(1.1-5),0.0316
ENSG00000261801,2.73,(1.4-5.5),0.0046
ENSG00000204682,2.21,(1.4-3.5),0.000667
ENSG00000109193,1.35,(1-1.8),0.0491
ENSG00000263014,2.62,(1.3-5.2),0.00641
ENSG00000151418,2.62,(1.3-5.2),0.00641
ENSG00000162989,2.45,(1.4-4.3),0.00184
ENSG00000203867,1.8,(1.1-3),0.0227
ENSG00000149313,5.31,(1.3-22),0.0221
ENSG00000198963,1.93,(1.1-3.5),0.0312
ENSG00000187581,0.117,(0.019-0.72),0.021
ENSG00000277018,0.117,(0.019-0.72),0.021
ENSG00000167941,1.7,(1.1-2.6),0.0103
ENSG00000183935,3.16,(1.1-9.3),0.0362
ENSG00000151338,4.5,(1.8-11),0.00157
ENSG00000139155,2.37,(1-5.5),0.0459
ENSG00000237125,3.51,(1.3-9.3),0.0115
ENSG00000120324,1.61,(1.2-2.1),0.000479
ENSG00000149970,3.5,(1.2-9.8),0.0175
ENSG00000259705,2.99,(1.2-7.6),0.021
ENSG00000120327,2.25,(1.5-3.3),5.51e-05
ENSG00000164619,2.11,(1.3-3.5),0.00428
ENSG00000184221,1.86,(1.3-2.6),0.000273
ENSG00000142611,3,(1.8-4.9),1.25e-05
ENSG00000145864,2.55,(1.3-5),0.00679
ENSG00000145555,2.28,(1.2-4.4),0.0136
ENSG00000137968,1.56,(1.2-2.1),0.00299
ENSG00000181381,0.44,(0.2-0.95),0.0358
ENSG00000291173,0.316,(0.11-0.93),0.0367
ENSG00000180998,2.39,(1.2-4.7),0.0115
ENSG00000214338,4.14,(1.1-16),0.0411
ENSG00000196428,2.2,(1.1-4.6),0.0357
ENSG00000280165,1.98,(1.1-3.5),0.0219
ENSG00000187957,1.46,(1.2-1.9),0.00181
ENSG00000134548,2.41,(1.5-3.8),0.000106
ENSG00000183454,2.14,(1.2-3.8),0.00847
ENSG00000087495,2.23,(1.4-3.5),0.000682
ENSG00000237992,2.32,(1-5.2),0.0399
ENSG00000228623,1.92,(1.1-3.2),0.0131
ENSG00000198807,2.02,(1.1-3.8),0.0301
ENSG00000175161,3.18,(1.6-6.4),0.00119
ENSG00000139220,2.39,(1.1-5.4),0.0351
ENSG00000065518,3.92,(1.4-11),0.00798
ENSG00000186448,5.35,(2.1-14),0.000444
ENSG00000281709,5.35,(2.1-14),0.000444
ENSG00000082556,2.95,(1.5-5.8),0.00161
ENSG00000136531,2.31,(1.2-4.4),0.0124
ENSG00000180440,2.22,(1.2-4.1),0.0118
ENSG00000186458,5.12,(1.6-17),0.00649
ENSG00000150361,3.71,(1.6-8.5),0.00184
ENSG00000272674,2.35,(1.1-5),0.0269
ENSG00000147162,2.4,(1.1-5.3),0.0296
ENSG00000231607,2.48,(1-6.1),0.0493
ENSG00000022355,6.81,(1.2-39),0.0312
ENSG00000174808,2.9,(1.2-6.9),0.0163
ENSG00000178343,0.114,(0.015-0.85),0.0339
ENSG00000185742,2.62,(1-6.7),0.0442
ENSG00000101751,2.75,(1.2-6.2),0.0138
ENSG00000184226,2.66,(1.4-5.2),0.00427
ENSG00000215808,5.58,(2.6-12),8.6e-06
ENSG00000145242,6.7,(2.2-20),0.000744
ENSG00000283530,2.52,(1.1-5.7),0.0261
ENSG00000182050,2.52,(1.1-5.7),0.0261
ENSG00000285137,2.52,(1.1-5.7),0.0261
ENSG00000174740,1.91,(1-3.6),0.049
ENSG00000122584,5.33,(1.9-15),0.00193
ENSG00000139351,0.0466,(0.0024-0.89),0.0418
ENSG00000108576,3.61,(1-13),0.0453
ENSG00000174891,3.75,(1.3-11),0.0136
ENSG00000157240,4.56,(1.1-19),0.0339
ENSG00000102678,3.12,(1.2-7.8),0.0152
ENSG00000188916,4.28,(1.2-15),0.022
ENSG00000224243,2.03,(1.2-3.3),0.0051
ENSG00000126733,6.26,(1.6-25),0.00921
ENSG00000152578,3,(1.6-5.8),0.000978
